index,emotion,Usage
1872,5,Training
1873,2,Training
1874,6,Training
1875,4,Training
1876,2,Training
1877,4,Training
1878,5,Training
1879,6,Training
1880,0,Training
1881,3,Training
1882,5,Training
1883,6,Training
1884,2,Training
1885,3,Training
1886,3,Training
1887,3,Training
1888,3,Training
1889,2,Training
1890,6,Training
1891,4,Training
1892,6,Training
1893,3,Training
1894,5,Training
1895,6,Training
1896,4,Training
1897,6,Training
1898,3,Training
1899,0,Training
1900,3,Training
1901,4,Training
1902,5,Training
1903,0,Training
1904,5,Training
1905,3,Training
1906,4,Training
1907,5,Training
1908,0,Training
1909,5,Training
1910,0,Training
1911,5,Training
1912,6,Training
1913,3,Training
1914,5,Training
1915,3,Training
1916,6,Training
1917,2,Training
1918,2,Training
1919,3,Training
1920,3,Training
1921,4,Training
1922,3,Training
1923,4,Training
1924,0,Training
1925,3,Training
1926,4,Training
1927,0,Training
1928,3,Training
1929,2,Training
1930,2,Training
1931,4,Training
1932,3,Training
1933,0,Training
1934,3,Training
1935,4,Training
1936,3,Training
1937,4,Training
1938,3,Training
1939,2,Training
1940,0,Training
1941,2,Training
1942,3,Training
1943,4,Training
1944,0,Training
1945,5,Training
1946,4,Training
1947,4,Training
1948,6,Training
1949,3,Training
1950,6,Training
1951,4,Training
1952,5,Training
1953,3,Training
1954,3,Training
1955,3,Training
1956,5,Training
1957,0,Training
1958,6,Training
1959,4,Training
1960,5,Training
1961,6,Training
1962,5,Training
1963,3,Training
1964,6,Training
1965,6,Training
1966,0,Training
1967,2,Training
1968,3,Training
1969,3,Training
1970,3,Training
1971,0,Training
1972,6,Training
1973,4,Training
1974,3,Training
1975,1,Training
1976,6,Training
1977,5,Training
1978,3,Training
1979,6,Training
1980,3,Training
1981,4,Training
1982,3,Training
1983,0,Training
1984,4,Training
1985,4,Training
1986,2,Training
1987,6,Training
1988,6,Training
1989,6,Training
1990,2,Training
1991,4,Training
1992,5,Training
1993,3,Training
1994,0,Training
1995,0,Training
1996,2,Training
1997,5,Training
1998,0,Training
1999,5,Training
2000,6,Training
2001,3,Training
2002,2,Training
2003,4,Training
2004,2,Training
2005,1,Training
2006,0,Training
2007,4,Training
2008,4,Training
2009,6,Training
2010,6,Training
2011,2,Training
2012,3,Training
2013,4,Training
2014,6,Training
2015,5,Training
2016,3,Training
2017,4,Training
2018,5,Training
2019,6,Training
2020,0,Training
2021,0,Training
2022,3,Training
2023,5,Training
2024,0,Training
2025,3,Training
2026,4,Training
2027,3,Training
2028,4,Training
2029,4,Training
2030,3,Training
2031,0,Training
2032,5,Training
2033,2,Training
2034,5,Training
2035,4,Training
2036,3,Training
2037,6,Training
2038,0,Training
2039,4,Training
2040,3,Training
2041,2,Training
2042,2,Training
2043,6,Training
2044,6,Training
2045,3,Training
2046,4,Training
2047,2,Training
2048,4,Training
2049,3,Training
2050,0,Training
2051,2,Training
2052,6,Training
2053,6,Training
2054,0,Training
2055,0,Training
2056,0,Training
2057,2,Training
2058,3,Training
2059,5,Training
2060,5,Training
2061,2,Training
2062,6,Training
2063,3,Training
2064,3,Training
2065,3,Training
2066,0,Training
2067,0,Training
2068,6,Training
2069,3,Training
2070,0,Training
2071,3,Training
2072,5,Training
2073,3,Training
2074,2,Training
2075,4,Training
2076,3,Training
2077,4,Training
2078,6,Training
2079,0,Training
2080,4,Training
2081,0,Training
2082,2,Training
2083,3,Training
2084,4,Training
2085,2,Training
2086,6,Training
2087,4,Training
2088,3,Training
2089,5,Training
2090,5,Training
2091,4,Training
2092,6,Training
2093,2,Training
2094,6,Training
2095,0,Training
2096,3,Training
2097,2,Training
2098,2,Training
2099,2,Training
2100,0,Training
2101,4,Training
2102,6,Training
2103,0,Training
2104,6,Training
2105,4,Training
2106,4,Training
2107,6,Training
2108,0,Training
2109,6,Training
2110,3,Training
2111,0,Training
2112,2,Training
2113,3,Training
2114,5,Training
2115,3,Training
2116,3,Training
2117,0,Training
2118,2,Training
2119,5,Training
2120,3,Training
2121,2,Training
2122,3,Training
2123,3,Training
2124,4,Training
2125,3,Training
2126,0,Training
2127,6,Training
2128,0,Training
2129,2,Training
2130,5,Training
2131,0,Training
2132,2,Training
2133,6,Training
2134,2,Training
2135,3,Training
2136,3,Training
2137,3,Training
2138,4,Training
2139,4,Training
2140,5,Training
2141,3,Training
2142,0,Training
2143,4,Training
2144,0,Training
2145,6,Training
2146,5,Training
2147,2,Training
2148,0,Training
2149,6,Training
2150,0,Training
2151,1,Training
2152,3,Training
2153,2,Training
2154,2,Training
2155,6,Training
2156,6,Training
2157,4,Training
2158,6,Training
2159,3,Training
2160,0,Training
2161,2,Training
2162,2,Training
2163,1,Training
2164,5,Training
2165,0,Training
2166,4,Training
2167,3,Training
2168,5,Training
2169,6,Training
2170,3,Training
2171,6,Training
2172,6,Training
2173,5,Training
2174,4,Training
2175,4,Training
2176,4,Training
2177,2,Training
2178,2,Training
2179,0,Training
2180,2,Training
2181,0,Training
2182,3,Training
2183,6,Training
2184,3,Training
2185,0,Training
2186,3,Training
2187,4,Training
2188,5,Training
2189,2,Training
2190,3,Training
2191,0,Training
2192,3,Training
2193,0,Training
2194,0,Training
2195,5,Training
2196,2,Training
2197,4,Training
2198,6,Training
2199,3,Training
2200,5,Training
2201,0,Training
2202,3,Training
2203,3,Training
2204,3,Training
2205,2,Training
2206,3,Training
2207,6,Training
2208,4,Training
2209,6,Training
2210,3,Training
2211,3,Training
2212,6,Training
2213,3,Training
2214,6,Training
2215,4,Training
2216,6,Training
2217,2,Training
2218,3,Training
2219,3,Training
2220,0,Training
2221,4,Training
2222,3,Training
2223,6,Training
2224,3,Training
2225,0,Training
2226,2,Training
2227,6,Training
2228,5,Training
2229,0,Training
2230,4,Training
2231,3,Training
2232,2,Training
2233,2,Training
2234,5,Training
2235,4,Training
2236,6,Training
2237,4,Training
2238,4,Training
2239,4,Training
2240,3,Training
2241,6,Training
2242,0,Training
2243,6,Training
2244,2,Training
2245,5,Training
2246,0,Training
2247,0,Training
2248,4,Training
2249,4,Training
2250,2,Training
2251,2,Training
2252,2,Training
2253,3,Training
2254,6,Training
2255,4,Training
2256,4,Training
2257,3,Training
2258,6,Training
2259,5,Training
2260,0,Training
2261,4,Training
2262,4,Training
2263,6,Training
2264,0,Training
2265,0,Training
2266,5,Training
2267,3,Training
2268,0,Training
2269,2,Training
2270,2,Training
2271,6,Training
2272,3,Training
2273,6,Training
2274,6,Training
2275,1,Training
2276,6,Training
2277,5,Training
2278,4,Training
2279,6,Training
2280,2,Training
2281,6,Training
2282,3,Training
2283,5,Training
2284,3,Training
2285,3,Training
2286,3,Training
2287,3,Training
2288,0,Training
2289,0,Training
2290,0,Training
2291,5,Training
2292,2,Training
2293,3,Training
2294,6,Training
2295,6,Training
2296,3,Training
2297,2,Training
2298,2,Training
2299,6,Training
2300,2,Training
2301,0,Training
2302,0,Training
2303,6,Training
2304,6,Training
2305,3,Training
2306,3,Training
2307,3,Training
2308,3,Training
2309,2,Training
2310,3,Training
2311,3,Training
2312,4,Training
2313,4,Training
2314,0,Training
2315,0,Training
2316,3,Training
2317,4,Training
2318,6,Training
2319,2,Training
2320,2,Training
2321,1,Training
2322,6,Training
2323,3,Training
2324,3,Training
2325,0,Training
2326,3,Training
2327,3,Training
2328,3,Training
2329,6,Training
2330,2,Training
2331,6,Training
2332,2,Training
2333,5,Training
2334,6,Training
2335,3,Training
2336,5,Training
2337,0,Training
2338,3,Training
2339,4,Training
2340,0,Training
2341,3,Training
2342,4,Training
2343,5,Training
2344,5,Training
2345,4,Training
2346,3,Training
2347,4,Training
2348,6,Training
2349,4,Training
2350,3,Training
2351,5,Training
2352,5,Training
2353,2,Training
2354,0,Training
2355,3,Training
2356,2,Training
2357,2,Training
2358,5,Training
2359,6,Training
2360,2,Training
2361,3,Training
2362,0,Training
2363,0,Training
2364,5,Training
2365,4,Training
2366,6,Training
2367,4,Training
2368,6,Training
2369,6,Training
2370,6,Training
2371,6,Training
2372,4,Training
2373,2,Training
2374,3,Training
2375,2,Training
2376,6,Training
2377,3,Training
2378,2,Training
2379,6,Training
2380,6,Training
2381,0,Training
2382,4,Training
2383,0,Training
2384,6,Training
2385,3,Training
2386,0,Training
2387,3,Training
2388,2,Training
2389,1,Training
2390,2,Training
2391,2,Training
2392,5,Training
2393,5,Training
2394,0,Training
2395,6,Training
2396,0,Training
2397,3,Training
2398,0,Training
2399,2,Training
2400,0,Training
2401,6,Training
2402,2,Training
2403,3,Training
2404,3,Training
2405,6,Training
2406,6,Training
2407,0,Training
2408,2,Training
2409,6,Training
2410,0,Training
2411,3,Training
2412,4,Training
2413,3,Training
2414,2,Training
2415,6,Training
2416,2,Training
2417,2,Training
2418,4,Training
2419,1,Training
2420,5,Training
2421,3,Training
2422,3,Training
2423,6,Training
2424,3,Training
2425,0,Training
2426,2,Training
2427,6,Training
2428,4,Training
2429,6,Training
2430,0,Training
2431,4,Training
2432,3,Training
2433,6,Training
2434,5,Training
2435,3,Training
2436,3,Training
2437,3,Training
2438,2,Training
2439,3,Training
2440,6,Training
2441,2,Training
2442,3,Training
2443,6,Training
2444,3,Training
2445,5,Training
2446,6,Training
2447,6,Training
2448,5,Training
2449,4,Training
2450,3,Training
2451,4,Training
2452,6,Training
2453,3,Training
2454,6,Training
2455,0,Training
2456,3,Training
2457,4,Training
2458,6,Training
2459,4,Training
2460,4,Training
2461,5,Training
2462,4,Training
2463,3,Training
2464,3,Training
2465,3,Training
2466,5,Training
2467,4,Training
2468,3,Training
2469,6,Training
2470,4,Training
2471,2,Training
2472,3,Training
2473,3,Training
2474,3,Training
2475,5,Training
2476,4,Training
2477,3,Training
2478,4,Training
2479,4,Training
2480,5,Training
2481,3,Training
2482,5,Training
2483,3,Training
2484,0,Training
2485,4,Training
2486,0,Training
2487,0,Training
2488,6,Training
2489,6,Training
2490,3,Training
2491,4,Training
2492,3,Training
2493,6,Training
2494,3,Training
2495,2,Training
2496,4,Training
2497,6,Training
2498,0,Training
2499,4,Training
2500,2,Training
2501,5,Training
2502,4,Training
2503,0,Training
2504,6,Training
2505,0,Training
2506,3,Training
2507,3,Training
2508,4,Training
2509,3,Training
2510,6,Training
2511,0,Training
2512,0,Training
2513,5,Training
2514,4,Training
2515,4,Training
2516,2,Training
2517,0,Training
2518,3,Training
2519,5,Training
2520,6,Training
2521,3,Training
2522,3,Training
2523,6,Training
2524,6,Training
2525,0,Training
2526,4,Training
2527,3,Training
2528,3,Training
2529,5,Training
2530,4,Training
2531,3,Training
2532,6,Training
2533,4,Training
2534,3,Training
2535,6,Training
2536,3,Training
2537,3,Training
2538,4,Training
2539,4,Training
2540,6,Training
2541,3,Training
2542,1,Training
2543,3,Training
2544,4,Training
2545,2,Training
2546,4,Training
2547,3,Training
2548,5,Training
2549,3,Training
2550,2,Training
2551,4,Training
2552,4,Training
2553,2,Training
2554,3,Training
2555,4,Training
2556,3,Training
2557,0,Training
2558,0,Training
2559,3,Training
2560,2,Training
2561,3,Training
2562,6,Training
2563,3,Training
2564,6,Training
2565,4,Training
2566,5,Training
2567,0,Training
2568,4,Training
2569,4,Training
2570,2,Training
2571,4,Training
2572,2,Training
2573,4,Training
2574,4,Training
2575,6,Training
2576,4,Training
2577,6,Training
2578,6,Training
2579,0,Training
2580,6,Training
2581,0,Training
2582,4,Training
2583,6,Training
2584,6,Training
2585,6,Training
2586,4,Training
2587,4,Training
2588,6,Training
2589,3,Training
2590,4,Training
2591,3,Training
2592,2,Training
2593,2,Training
2594,0,Training
2595,2,Training
2596,5,Training
2597,3,Training
2598,4,Training
2599,0,Training
2600,6,Training
2601,6,Training
2602,6,Training
2603,3,Training
2604,3,Training
2605,6,Training
2606,3,Training
2607,4,Training
2608,6,Training
2609,4,Training
2610,3,Training
2611,3,Training
2612,3,Training
2613,6,Training
2614,2,Training
2615,4,Training
2616,5,Training
2617,6,Training
2618,4,Training
2619,5,Training
2620,3,Training
2621,2,Training
2622,5,Training
2623,2,Training
2624,2,Training
2625,1,Training
2626,6,Training
2627,2,Training
2628,4,Training
2629,3,Training
2630,0,Training
2631,6,Training
2632,6,Training
2633,4,Training
2634,5,Training
2635,4,Training
2636,3,Training
2637,6,Training
2638,2,Training
2639,2,Training
2640,3,Training
2641,2,Training
2642,3,Training
2643,3,Training
2644,2,Training
2645,3,Training
2646,0,Training
2647,3,Training
2648,4,Training
2649,3,Training
2650,3,Training
2651,2,Training
2652,3,Training
2653,2,Training
2654,0,Training
2655,3,Training
2656,0,Training
2657,2,Training
2658,4,Training
2659,0,Training
2660,6,Training
2661,2,Training
2662,2,Training
2663,6,Training
2664,6,Training
2665,0,Training
2666,3,Training
2667,6,Training
2668,0,Training
2669,4,Training
2670,3,Training
2671,4,Training
2672,0,Training
2673,6,Training
2674,3,Training
2675,4,Training
2676,4,Training
2677,6,Training
2678,3,Training
2679,4,Training
2680,3,Training
2681,2,Training
2682,4,Training
2683,2,Training
2684,0,Training
2685,3,Training
2686,6,Training
2687,0,Training
2688,4,Training
2689,4,Training
2690,4,Training
2691,2,Training
2692,3,Training
2693,2,Training
2694,4,Training
2695,1,Training
2696,0,Training
2697,5,Training
2698,4,Training
2699,6,Training
2700,6,Training
2701,3,Training
2702,3,Training
2703,5,Training
2704,2,Training
2705,6,Training
2706,3,Training
2707,4,Training
2708,0,Training
2709,0,Training
2710,6,Training
2711,0,Training
2712,0,Training
2713,6,Training
2714,4,Training
2715,3,Training
2716,5,Training
2717,4,Training
2718,2,Training
2719,4,Training
2720,2,Training
2721,2,Training
2722,5,Training
2723,3,Training
2724,2,Training
2725,2,Training
2726,2,Training
2727,6,Training
2728,4,Training
2729,3,Training
2730,3,Training
2731,4,Training
2732,1,Training
2733,3,Training
2734,6,Training
2735,2,Training
2736,5,Training
2737,6,Training
2738,3,Training
2739,6,Training
2740,6,Training
2741,2,Training
2742,1,Training
2743,0,Training
2744,5,Training
2745,3,Training
2746,1,Training
2747,6,Training
2748,4,Training
2749,0,Training
2750,6,Training
2751,4,Training
2752,6,Training
2753,6,Training
2754,3,Training
2755,5,Training
2756,3,Training
2757,3,Training
2758,5,Training
2759,5,Training
2760,2,Training
2761,6,Training
2762,0,Training
2763,5,Training
2764,0,Training
2765,3,Training
2766,3,Training
2767,3,Training
2768,3,Training
2769,6,Training
2770,0,Training
2771,3,Training
2772,2,Training
2773,6,Training
2774,3,Training
2775,4,Training
2776,4,Training
2777,4,Training
2778,0,Training
2779,3,Training
2780,4,Training
2781,0,Training
2782,2,Training
2783,3,Training
2784,3,Training
2785,4,Training
2786,5,Training
2787,1,Training
2788,4,Training
2789,2,Training
2790,3,Training
2791,0,Training
2792,6,Training
2793,3,Training
2794,3,Training
2795,1,Training
2796,3,Training
2797,4,Training
2798,6,Training
2799,2,Training
2800,4,Training
2801,2,Training
2802,4,Training
2803,5,Training
2804,5,Training
2805,3,Training
2806,3,Training
2807,3,Training
2808,6,Training
2809,5,Training
2810,3,Training
2811,3,Training
2812,4,Training
2813,3,Training
2814,0,Training
2815,4,Training
2816,3,Training
2817,3,Training
2818,0,Training
2819,6,Training
2820,3,Training
2821,6,Training
2822,6,Training
2823,0,Training
2824,3,Training
2825,4,Training
2826,0,Training
2827,4,Training
2828,4,Training
2829,6,Training
2830,0,Training
2831,2,Training
2832,5,Training
2833,3,Training
2834,2,Training
2835,5,Training
2836,0,Training
2837,5,Training
2838,4,Training
2839,6,Training
2840,4,Training
2841,5,Training
2842,2,Training
2843,0,Training
2844,1,Training
2845,4,Training
2846,5,Training
2847,0,Training
2848,6,Training
2849,3,Training
2850,4,Training
2851,3,Training
2852,3,Training
2853,5,Training
2854,3,Training
2855,4,Training
2856,6,Training
2857,3,Training
2858,2,Training
2859,0,Training
2860,2,Training
2861,3,Training
2862,3,Training
2863,4,Training
2864,3,Training
2865,6,Training
2866,3,Training
2867,3,Training
2868,4,Training
2869,3,Training
2870,6,Training
2871,6,Training
2872,3,Training
2873,6,Training
2874,4,Training
2875,2,Training
2876,6,Training
2877,3,Training
2878,5,Training
2879,4,Training
2880,3,Training
